"Season","Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"2012","Kenley Jansen","Dodgers","5","3","25","65","0","65.0","13.71","3.05","0.83",".221","80.7 %","32.8 %","9.7 %","2.35","2.40","2.60","2.0","3096"
"2002","Chad Bradford","Athletics","4","2","2","75","0","75.1","6.69","1.67","0.24",".303","70.6 %","66.2 %","4.8 %","3.11","2.58","3.00","2.0","904"
"2002","Antonio Osuna","White Sox","8","2","11","59","0","67.2","8.78","3.72","0.13",".320","67.7 %","39.3 %","1.3 %","3.86","2.62","4.05","2.0","249"
"2007","Joe Nathan","Twins","4","2","37","68","0","71.2","9.67","2.39","0.50",".276","86.3 %","40.4 %","5.6 %","1.88","2.65","3.17","2.0","1122"
"2010","Neftali Feliz","Rangers","4","3","40","70","0","69.1","9.22","2.34","0.65",".224","76.3 %","36.8 %","6.0 %","2.73","2.96","3.50","2.0","18"
"2009","Mariano Rivera","Yankees","3","3","44","66","0","66.1","9.77","1.63","0.95",".248","91.8 %","51.2 %","15.2 %","1.76","2.89","2.42","2.0","844"
"2013","Nate Jones","White Sox","4","5","0","70","0","78.0","10.27","3.00","0.58",".330","62.9 %","50.5 %","9.1 %","4.15","2.64","2.77","2.0","4696"
"2016","Tyler Thornburg","Brewers","8","5","13","67","0","67.0","12.09","3.36","0.81",".229","81.3 %","32.4 %","9.2 %","2.15","2.83","3.28","2.0","10688"
"2015","Wade Davis","Royals","8","1","17","69","0","67.1","10.43","2.67","0.40",".200","92.2 %","38.4 %","4.8 %","0.94","2.29","3.07","2.0","7441"
"2006","Joel Zumaya","Tigers","6","3","1","62","0","83.1","10.48","4.54","0.65",".246","87.3 %","34.0 %","6.5 %","1.94","3.34","3.97","2.0","4699"
"2010","Matt Belisle","Rockies","7","5","1","76","0","92.0","8.90","1.57","0.68",".309","73.8 %","46.3 %","8.5 %","2.93","2.68","2.78","2.0","1837"
"2007","Jonathan Broxton","Dodgers","4","4","2","83","0","82.0","10.87","2.74","0.66",".310","75.1 %","48.8 %","9.8 %","2.85","2.73","2.71","1.9","4759"
"2014","Pat Neshek","Cardinals","7","2","6","71","0","67.1","9.09","1.20","0.53",".233","83.0 %","34.7 %","4.3 %","1.87","2.37","3.29","1.9","4682"
"2011","John Axford","Brewers","2","2","46","74","0","73.2","10.51","3.05","0.49",".289","82.9 %","49.7 %","6.0 %","1.95","2.41","2.85","1.9","9059"
"2014","Jonathan Papelbon","Phillies","2","3","39","66","0","66.1","8.55","2.04","0.27",".247","80.4 %","41.9 %","2.7 %","2.04","2.53","3.50","1.9","5975"
"2005","Justin Duchscherer","Athletics","7","4","5","65","0","85.2","8.93","2.00","0.74",".267","80.6 %","43.6 %","8.3 %","2.21","2.83","3.12","1.9","910"
"2017","Yusmeiro Petit","Angels","5","2","4","59","0","87.1","9.89","1.85","0.93",".265","74.6 %","33.0 %","8.3 %","2.89","2.95","3.81","1.9","4020"
"2007","Francisco Rodriguez","Angels","5","2","40","64","0","67.1","12.03","4.54","0.40",".299","78.0 %","43.3 %","4.8 %","2.81","2.70","3.30","1.9","1642"
"2010","Joakim Soria","Royals","1","2","43","66","0","65.2","9.73","2.19","0.55",".277","88.7 %","48.0 %","6.7 %","1.78","2.53","2.85","1.9","6941"
"2010","Sean Marshall","Cubs","7","5","1","80","0","74.2","10.85","3.01","0.36",".294","74.3 %","52.2 %","6.5 %","2.65","2.28","2.50","1.9","5905"
"2010","Mike Adams","Padres","4","1","0","70","0","66.2","9.86","3.11","0.27",".271","83.6 %","40.8 %","3.0 %","1.76","2.31","3.13","1.9","1937"
"2008","Chad Qualls","Diamondbacks","4","8","9","77","0","73.2","8.67","2.20","0.49",".279","69.4 %","58.3 %","8.5 %","2.81","2.77","2.90","1.9","2170"
"2017","Ken Giles","Astros","1","3","34","63","0","62.2","11.92","3.02","0.57",".290","82.8 %","44.0 %","7.4 %","2.30","2.39","3.09","1.9","12910"
"2006","Billy Wagner","Mets","3","2","40","70","0","72.1","11.70","2.61","0.87",".304","83.6 %","52.8 %","12.7 %","2.24","2.84","2.65","1.9","578"
"2015","David Robertson","White Sox","6","5","34","60","0","63.1","12.22","1.85","0.99",".273","65.7 %","35.6 %","13.7 %","3.41","2.52","2.27","1.8","8241"
"2009","Jonathan Papelbon","Red Sox","1","1","38","66","0","68.0","10.06","3.18","0.66",".278","89.3 %","26.7 %","5.3 %","1.85","3.05","3.91","1.8","5975"
"2005","Mike Timlin","Red Sox","7","3","13","81","0","80.1","6.61","2.24","0.22",".324","80.8 %","44.6 %","2.7 %","2.24","2.70","3.64","1.8","1187"
"2008","Joe Nathan","Twins","1","2","39","68","0","67.2","9.84","2.39","0.67",".235","89.3 %","47.3 %","9.1 %","1.33","2.79","2.90","1.8","1122"
"2010","Rafael Soriano","Rays","3","2","45","64","0","62.1","8.23","2.02","0.58",".199","81.5 %","32.5 %","4.8 %","1.73","2.81","3.62","1.8","1100"
"2004","Akinori Otsuka","Padres","7","2","2","73","0","77.1","10.13","3.03","0.70",".259","89.7 %","47.7 %","9.2 %","1.75","2.82","3.00","1.8","1895"
"2016","Will Harris","Astros","1","2","12","66","0","64.0","9.70","2.11","0.42",".293","79.9 %","58.0 %","7.1 %","2.25","2.35","2.83","1.8","3192"
"2009","Joe Nathan","Twins","2","2","47","70","0","68.2","11.67","2.88","0.92",".232","89.0 %","40.6 %","9.6 %","2.10","2.88","2.95","1.8","1122"
"2016","Roberto Osuna","Blue Jays","4","3","36","72","0","74.0","9.97","1.70","1.09",".256","82.5 %","33.2 %","10.2 %","2.68","3.20","3.60","1.8","13764"
"2006","Bobby Jenks","White Sox","3","4","41","67","0","69.2","10.33","4.00","0.65",".335","72.8 %","58.8 %","12.5 %","4.00","3.20","3.08","1.8","8645"
"2005","Scott Linebrink","Padres","8","1","1","73","0","73.2","8.55","2.81","0.49",".267","84.3 %","38.5 %","5.1 %","1.83","2.76","3.52","1.8","564"
"2010","Rafael Betancourt","Rockies","5","1","1","72","0","62.1","12.85","1.16","1.30",".303","73.8 %","25.9 %","11.7 %","3.61","2.49","2.12","1.8","177"
"2013","Drew Smyly","Tigers","6","0","2","63","0","76.0","9.59","2.01","0.47",".290","80.7 %","43.4 %","5.3 %","2.37","2.31","2.99","1.8","11760"
"2004","Luis Ayala","Expos","6","12","2","81","0","90.1","6.28","1.49","0.60",".309","79.2 %","54.3 %","8.5 %","2.69","3.18","3.44","1.8","1650"
"2008","Ramon Ramirez","Royals","3","2","1","71","0","71.2","8.79","3.89","0.25",".286","76.3 %","46.0 %","3.0 %","2.64","2.84","3.69","1.8","7986"
"2009","David Aardsma","Mariners","3","6","38","73","0","71.1","10.09","4.29","0.50",".253","77.5 %","25.3 %","4.2 %","2.52","3.01","4.05","1.8","1902"
"2002","Chris Hammond","Braves","7","2","0","63","0","76.0","7.46","3.67","0.12",".242","83.7 %","52.0 %","1.5 %","0.95","2.74","3.75","1.8","92"
"2007","Matt Capps","Pirates","4","7","18","76","0","79.0","7.29","1.82","0.57",".260","80.3 %","31.3 %","4.4 %","2.28","3.16","4.15","1.8","4788"
"2007","Joaquin Benoit","Rangers","7","4","6","70","0","82.0","9.55","3.07","0.66",".290","78.1 %","37.3 %","7.1 %","2.85","3.17","3.52","1.8","1437"
"2015","Darren O'Day","Orioles","6","2","6","68","0","65.1","11.30","1.93","0.69",".278","89.8 %","35.1 %","7.2 %","1.52","2.49","3.05","1.8","3321"
"2011","Joel Hanrahan","Pirates","1","4","40","70","0","68.2","8.00","2.10","0.13",".282","78.2 %","52.4 %","1.9 %","1.83","2.18","2.98","1.8","2186"
"2003","Joe Borowski","Cubs","2","2","33","68","0","68.1","8.69","2.50","0.66",".254","75.8 %","42.3 %","6.4 %","2.63","2.93","3.64","1.8","267"
"2016","Nate Jones","White Sox","5","3","3","71","0","70.2","10.19","1.91","0.89",".243","81.9 %","45.9 %","12.3 %","2.29","2.93","2.99","1.8","4696"
"2017","Raisel Iglesias","Reds","3","3","28","63","0","76.0","10.89","3.20","0.59",".287","80.8 %","42.2 %","8.3 %","2.49","2.70","3.25","1.8","17130"
"2017","Nick Vincent","Mariners","3","3","0","69","0","64.2","6.96","1.81","0.42",".301","73.5 %","31.3 %","3.3 %","3.20","2.82","4.75","1.8","7555"
"2009","C.J. Wilson","Rangers","5","6","14","74","0","73.2","10.26","3.91","0.37",".318","75.2 %","55.4 %","6.3 %","2.81","2.89","3.22","1.8","3580"
"2003","Keith Foulke","Athletics","9","1","43","72","0","86.2","9.14","2.08","1.04",".221","90.0 %","27.0 %","8.8 %","2.08","3.44","3.84","1.8","231"
"2017","Alex Claudio","Rangers","4","2","11","69","0","78.2","6.29","1.72","0.34",".276","76.4 %","67.5 %","7.9 %","2.29","2.90","3.27","1.8","12890"
"2012","Kelvin Herrera","Royals","4","3","3","76","0","84.1","8.22","2.24","0.43",".313","80.9 %","55.5 %","6.9 %","2.35","2.70","3.10","1.8","6033"
"2004","Rafael Betancourt","Indians","5","6","4","68","0","66.2","10.26","2.43","0.95",".346","72.0 %","36.7 %","8.6 %","3.92","2.94","3.31","1.8","177"
"2013","Aroldis Chapman","Reds","4","5","38","68","0","63.2","15.83","4.10","0.99",".280","86.2 %","33.6 %","14.6 %","2.54","2.47","2.07","1.7","10233"
"2011","Ryan Madson","Phillies","4","2","32","62","0","60.2","9.20","2.37","0.30",".315","80.7 %","48.8 %","3.7 %","2.37","2.25","2.94","1.7","1852"
"2005","Huston Street","Athletics","5","1","23","67","0","78.1","8.27","2.99","0.34",".246","83.3 %","42.9 %","3.8 %","1.72","2.75","3.65","1.7","8258"
"2004","Braden Looper","Mets","2","5","29","71","0","83.1","6.48","1.73","0.54",".309","78.6 %","63.5 %","8.8 %","2.70","3.07","3.26","1.7","526"
"2008","Matt Thornton","White Sox","5","3","1","74","0","67.1","10.29","2.54","0.67",".261","79.0 %","53.0 %","10.9 %","2.67","2.75","2.68","1.7","1918"
"2011","Greg Holland","Royals","5","1","4","46","0","60.0","11.10","2.85","0.45",".250","83.3 %","44.9 %","5.7 %","1.80","2.21","2.67","1.7","7196"
"2004","Jason Isringhausen","Cardinals","4","2","47","74","0","75.1","8.48","2.75","0.60",".242","72.6 %","43.4 %","7.1 %","2.87","3.02","3.48","1.7","1158"
"2006","Aaron Heilman","Mets","4","5","0","74","0","87.0","7.55","2.90","0.52",".275","69.1 %","44.9 %","5.4 %","3.62","3.28","4.02","1.7","1751"
"2010","Mariano Rivera","Yankees","3","3","33","61","0","60.0","6.75","1.65","0.30",".222","78.5 %","51.2 %","3.6 %","1.80","2.81","3.52","1.7","844"
"2007","Jon Rauch","Nationals","8","4","4","88","0","87.1","7.32","2.16","0.72",".267","68.5 %","33.5 %","5.2 %","3.61","3.38","4.27","1.7","1475"
"2012","Sean Marshall","Reds","5","5","9","73","0","61.0","10.92","2.36","0.44",".325","80.2 %","56.3 %","7.9 %","2.51","2.24","2.52","1.7","5905"
"2012","David Robertson","Yankees","2","7","2","65","0","60.2","12.02","2.82","0.74",".331","81.5 %","44.9 %","9.6 %","2.67","2.48","2.67","1.7","8241"
"2006","Dan Wheeler","Astros","3","5","9","75","0","71.1","8.58","3.03","0.63",".270","80.5 %","36.5 %","5.7 %","2.52","3.24","4.05","1.7","120"
"2007","Carlos Marmol","Cubs","5","1","1","59","0","69.1","12.46","4.54","0.39",".259","91.0 %","31.3 %","3.9 %","1.43","2.72","3.55","1.7","2790"
"2003","Octavio Dotel","Astros","6","4","4","76","0","87.0","10.03","3.21","0.93",".214","83.3 %","34.6 %","9.6 %","2.48","3.32","3.55","1.7","555"
"2002","Billy Wagner","Astros","4","2","35","70","0","75.0","10.56","2.64","0.84",".259","82.8 %","42.8 %","11.1 %","2.52","2.79","2.74","1.7","578"
"2017","Brad Hand","Padres","3","4","21","72","0","79.1","11.80","2.27","1.02",".263","89.2 %","46.3 %","15.0 %","2.16","3.03","2.90","1.7","9111"
"2011","Tyler Clippard","Nationals","3","0","0","72","0","88.1","10.60","2.65","1.12",".197","95.6 %","20.2 %","9.5 %","1.83","3.17","3.20","1.7","5640"
"2013","Glen Perkins","Twins","2","0","36","61","0","62.2","11.06","2.15","0.72",".271","83.3 %","36.2 %","9.4 %","2.30","2.49","2.61","1.7","8041"
"2007","Bob Howry","Cubs","6","7","8","78","0","81.1","7.97","2.10","0.89",".289","76.9 %","32.4 %","7.0 %","3.32","3.52","4.00","1.7","237"
"2011","Glen Perkins","Twins","4","4","2","65","0","61.2","9.49","3.06","0.29",".323","78.2 %","49.7 %","4.3 %","2.48","2.41","2.92","1.7","8041"
"2012","Joe Nathan","Rangers","3","5","37","66","0","64.1","10.91","1.82","0.98",".306","78.1 %","45.4 %","13.0 %","2.80","2.78","2.60","1.7","1122"
"2011","Rafael Betancourt","Rockies","2","0","8","68","0","62.1","10.54","1.16","1.01",".262","74.7 %","31.0 %","8.9 %","2.89","2.53","2.66","1.7","177"
"2016","Brad Brach","Orioles","10","4","2","71","0","79.0","10.48","2.85","0.80",".267","81.7 %","41.5 %","9.6 %","2.05","2.92","3.31","1.6","6627"
"2015","Hector Rondon","Cubs","6","4","30","72","0","70.0","8.87","1.93","0.51",".268","80.1 %","52.4 %","7.7 %","1.67","2.68","3.03","1.6","2391"
"2006","Scot Shields","Angels","7","7","2","74","0","87.2","8.62","2.46","0.82",".265","77.6 %","52.4 %","10.4 %","2.87","3.27","3.32","1.6","35"
"2004","Ryan Madson","Phillies","9","3","1","51","0","76.1","6.48","2.12","0.35",".266","84.2 %","53.8 %","4.9 %","1.65","3.02","3.65","1.6","1852"
"2017","Blake Parker","Angels","3","3","8","71","0","67.1","11.50","2.14","0.94",".229","78.4 %","47.0 %","13.5 %","2.54","2.71","2.73","1.6","5224"
"2012","Matt Belisle","Rockies","3","8","3","80","0","80.0","7.76","2.03","0.56",".340","72.4 %","50.6 %","7.8 %","3.71","2.97","3.33","1.6","1837"
"2013","Sean Doolittle","Athletics","5","5","2","70","0","69.0","7.83","1.70","0.52",".262","70.5 %","33.0 %","4.6 %","3.13","2.71","3.68","1.6","1581"
"2004","Keith Foulke","Red Sox","5","3","32","72","0","83.0","8.57","1.63","0.87",".244","85.2 %","33.3 %","7.1 %","2.17","3.16","3.84","1.6","231"
"2005","Jose Valverde","Diamondbacks","3","4","15","61","0","66.1","10.18","2.71","0.68",".277","81.8 %","38.1 %","6.9 %","2.44","2.73","3.25","1.6","1726"
"2010","Joaquin Benoit","Rays","1","2","1","63","0","60.1","11.19","1.64","0.90",".192","95.1 %","38.9 %","9.4 %","1.34","2.43","2.43","1.6","1437"
"2002","Damaso Marte","White Sox","1","1","10","68","0","60.1","10.74","2.69","0.75",".277","79.7 %","42.7 %","10.4 %","2.83","2.75","2.77","1.6","247"
"2014","David Robertson","Yankees","4","5","39","63","0","64.1","13.43","3.22","0.98",".288","77.7 %","44.2 %","15.6 %","3.08","2.68","2.13","1.6","8241"
"2015","Jeurys Familia","Mets","2","2","43","76","0","78.0","9.92","2.19","0.69",".272","89.4 %","58.3 %","14.0 %","1.85","2.74","2.55","1.6","5114"
"2002","J.C. Romero","Twins","9","2","1","81","0","81.0","8.44","4.00","0.33",".277","86.9 %","53.3 %","5.3 %","1.89","3.05","3.54","1.6","754"
"2007","Billy Wagner","Mets","2","2","34","66","0","68.1","10.54","2.90","0.79",".285","80.7 %","36.8 %","7.7 %","2.63","3.09","3.38","1.6","578"
"2013","David Robertson","Yankees","5","1","3","70","0","66.1","10.45","2.44","0.68",".288","87.5 %","50.9 %","10.6 %","2.04","2.61","2.60","1.6","8241"
"2017","Bryan Shaw","Indians","4","6","3","79","0","76.2","8.57","2.58","0.59",".311","66.3 %","55.9 %","10.6 %","3.52","2.96","3.20","1.6","8110"
"2002","LaTroy Hawkins","Twins","6","0","0","65","0","80.1","7.06","1.68","0.56",".256","77.5 %","46.1 %","6.6 %","2.13","2.76","3.26","1.6","729"
"2016","Dan Otero","Indians","5","1","1","62","0","70.2","7.26","1.27","0.25",".260","81.7 %","62.3 %","5.1 %","1.53","2.33","2.88","1.6","7385"
"2014","Hector Rondon","Cubs","4","4","29","64","0","63.1","8.95","2.13","0.28",".286","71.7 %","49.2 %","4.1 %","2.42","2.26","2.81","1.6","2391"
"2004","Armando Benitez","Marlins","2","2","47","64","0","69.2","8.01","2.71","0.78",".173","94.7 %","29.7 %","6.5 %","1.29","3.29","4.07","1.6","865"
"2015","Mark Melancon","Pirates","3","2","51","78","0","76.2","7.28","1.64","0.47",".251","75.7 %","57.5 %","8.3 %","2.23","2.82","3.07","1.6","4264"
"2012","Tom Wilhelmsen","Mariners","4","3","29","73","0","79.1","9.87","3.29","0.57",".266","79.5 %","48.3 %","6.8 %","2.50","2.89","3.42","1.6","9975"
"2013","Addison Reed","White Sox","5","4","40","68","0","71.1","9.08","2.90","0.76",".260","68.9 %","33.0 %","6.8 %","3.79","3.17","3.77","1.6","10586"
"2012","Grant Balfour","Athletics","3","2","24","75","0","74.2","8.68","3.38","0.48",".201","76.1 %","35.8 %","5.3 %","2.53","3.03","3.83","1.6","718"
"2016","Brad Hand","Padres","4","4","1","82","0","89.1","11.18","3.63","0.81",".264","76.6 %","46.7 %","10.4 %","2.92","3.07","3.34","1.5","9111"
"2002","Mike Remlinger","Braves","7","3","0","73","0","68.0","9.13","3.71","0.40",".259","82.4 %","45.6 %","5.4 %","1.99","2.79","3.35","1.5","111"
"2005","Aaron Heilman","Mets","3","0","5","46","0","66.0","9.82","3.27","0.14",".289","78.3 %","46.7 %","2.1 %","2.18","2.35","3.16","1.5","1751"
"2016","Matt Bush","Rangers","7","2","1","58","0","61.2","8.90","2.04","0.58",".245","76.8 %","42.4 %","7.5 %","2.48","2.74","3.33","1.5","1246"
"2005","Francisco Rodriguez","Angels","2","5","45","66","0","67.1","12.16","4.28","0.94",".255","84.8 %","45.0 %","12.3 %","2.67","3.09","2.91","1.5","1642"
"2011","Jason Motte","Cardinals","5","2","9","78","0","68.0","8.34","2.12","0.26",".258","71.4 %","43.6 %","2.9 %","2.25","2.48","3.39","1.5","5861"
"2017","Dominic Leone","Blue Jays","3","0","1","65","0","70.1","10.36","2.94","0.77",".266","79.3 %","40.2 %","8.2 %","2.56","2.94","3.68","1.5","13763"
"2013","Ryan Cook","Athletics","6","4","2","71","0","67.1","8.96","3.34","0.27",".306","78.2 %","46.7 %","3.0 %","2.54","2.74","3.71","1.5","8855"
"2005","Chris Reitsma","Braves","3","6","15","76","0","73.1","5.15","1.72","0.37",".306","68.7 %","52.8 %","4.6 %","3.93","2.98","3.67","1.5","348"
"2014","Tyler Clippard","Nationals","7","4","1","75","0","70.1","10.49","2.94","0.64",".251","76.6 %","36.9 %","6.0 %","2.18","2.75","3.28","1.5","5640"
"2006","Chad Bradford","Mets","4","2","2","70","0","62.0","6.53","1.89","0.15",".301","70.8 %","63.3 %","2.6 %","2.90","2.53","3.21","1.5","904"
"2010","Jonny Venters","Braves","4","4","1","79","0","83.0","10.08","4.23","0.11",".287","73.2 %","68.4 %","2.9 %","1.95","2.69","3.04","1.5","7175"
"2008","Francisco Rodriguez","Angels","2","3","62","76","0","68.1","10.14","4.48","0.53",".292","81.8 %","42.4 %","6.2 %","2.24","3.22","3.71","1.5","1642"
"2003","Rheal Cormier","Phillies","8","0","1","65","0","84.2","7.12","2.66","0.43",".217","83.3 %","54.9 %","6.1 %","1.70","2.98","3.51","1.5","952"
"2007","Lee Gardner","Marlins","3","4","2","62","0","74.1","6.30","2.18","0.24",".297","82.0 %","42.6 %","2.2 %","1.94","3.04","4.26","1.5","1448"
"2015","Liam Hendriks","Blue Jays","5","0","0","58","0","64.2","9.88","1.53","0.42",".322","72.3 %","46.3 %","5.5 %","2.92","2.14","2.80","1.5","3548"
"2016","Ken Giles","Astros","2","5","15","69","0","65.2","13.98","3.43","1.10",".349","72.6 %","39.6 %","14.5 %","4.11","2.86","2.67","1.5","12910"
"2011","Eric O'Flaherty","Braves","2","4","0","78","0","73.2","8.19","2.57","0.24",".274","92.3 %","55.5 %","3.9 %","0.98","2.54","3.05","1.5","5746"
"2005","Scott Eyre","Giants","2","2","0","86","0","68.1","8.56","3.42","0.40",".251","77.2 %","36.4 %","4.0 %","2.63","3.01","3.95","1.5","1300"
"2013","Brandon Kintzler","Brewers","3","3","0","71","0","77.0","6.78","1.87","0.23",".281","71.1 %","57.4 %","4.9 %","2.69","2.54","2.93","1.5","9939"
"2003","Paul Quantrill","Dodgers","2","5","1","89","0","77.1","5.12","1.75","0.23",".260","80.1 %","47.5 %","3.8 %","1.75","2.93","3.57","1.5","669"
"2015","Justin Wilson","Yankees","5","0","0","74","0","61.0","9.74","2.95","0.44",".301","74.9 %","43.8 %","6.8 %","3.10","2.69","3.12","1.5","4301"
"2007","Brandon Lyon","Diamondbacks","6","4","2","73","0","74.0","4.86","2.68","0.24",".281","75.4 %","42.7 %","2.2 %","2.68","3.44","4.63","1.5","1312"
"2010","Darren Oliver","Rangers","1","2","1","64","0","61.2","9.49","2.19","0.58",".310","77.6 %","48.0 %","8.3 %","2.48","2.64","2.75","1.5","206"
"2002","Scott Stewart","Expos","4","2","17","67","0","64.0","9.42","3.09","0.56",".265","64.8 %","56.0 %","8.9 %","3.09","2.76","2.92","1.5","797"
"2012","Ryan Cook","Athletics","6","2","14","71","0","73.1","9.82","3.31","0.49",".220","81.6 %","46.8 %","6.2 %","2.09","2.89","3.48","1.5","8855"
"2006","Bob Howry","Cubs","4","5","5","84","0","76.2","8.33","2.00","0.94",".288","78.7 %","37.8 %","8.3 %","3.17","3.43","3.84","1.5","237"
"2002","Luis Vizcaino","Brewers","5","3","5","76","0","81.1","8.74","3.32","0.66",".236","76.6 %","30.9 %","6.1 %","2.99","3.20","3.92","1.5","714"
"2011","Jordan Walden","Angels","5","5","32","62","0","60.1","9.99","3.88","0.45",".295","75.2 %","45.2 %","5.3 %","2.98","2.79","3.33","1.5","3271"
"2013","Mariano Rivera","Yankees","6","2","44","64","0","64.0","7.59","1.27","0.84",".280","87.3 %","46.1 %","10.2 %","2.11","3.05","3.09","1.5","844"
"2009","Francisco Cordero","Reds","2","6","39","68","0","66.2","7.83","4.05","0.27",".301","78.6 %","41.1 %","3.0 %","2.16","3.10","4.01","1.5","1243"
"2017","Cody Allen","Indians","3","7","30","69","0","67.1","12.30","2.81","1.20",".304","83.1 %","33.5 %","11.8 %","2.94","3.19","3.46","1.5","12183"
"2005","Rudy Seanez","Padres","7","1","0","57","0","60.1","12.53","3.28","0.60",".331","80.1 %","37.2 %","7.4 %","2.69","2.29","2.66","1.5","1279"
"2009","Kiko Calero","Marlins","2","2","0","67","0","60.0","10.35","4.50","0.15",".254","82.3 %","32.3 %","1.4 %","1.95","2.56","3.86","1.5","1676"
"2003","Brad Lidge","Astros","6","3","1","78","0","85.0","10.27","4.45","0.64",".271","72.0 %","35.1 %","7.4 %","3.60","3.33","3.80","1.5","563"
"2003","Terry Adams","Phillies","1","4","0","66","0","68.0","6.75","3.04","0.13",".324","77.5 %","58.1 %","2.2 %","2.65","2.83","3.62","1.5","946"
"2003","David Riske","Indians","2","2","8","68","0","74.2","9.88","2.41","1.08",".240","86.5 %","37.2 %","11.1 %","2.29","3.33","3.34","1.5","402"
"2002","Kazuhiro Sasaki","Mariners","4","5","37","61","0","60.2","10.83","2.97","0.89",".257","72.9 %","42.0 %","10.2 %","2.52","2.93","2.99","1.5","1098"
"2015","Tony Watson","Pirates","4","1","1","77","0","75.1","7.41","2.03","0.36",".251","82.2 %","47.6 %","4.6 %","1.91","2.84","3.60","1.5","3132"
"2005","Rafael Betancourt","Indians","4","3","1","54","0","67.2","9.71","2.26","0.67",".294","76.1 %","33.3 %","6.3 %","2.79","2.58","3.25","1.5","177"
"2009","Huston Street","Rockies","4","1","35","64","0","61.2","10.22","1.90","1.02",".240","73.6 %","38.3 %","10.6 %","3.06","2.93","2.86","1.5","8258"
"2012","Darren O'Day","Orioles","7","1","0","69","0","67.0","9.27","1.88","0.81",".251","85.1 %","33.9 %","8.2 %","2.28","2.96","3.40","1.5","3321"
"2005","Brian Fuentes","Rockies","2","5","31","78","0","74.1","11.02","4.12","0.73",".294","82.5 %","38.0 %","9.4 %","2.91","3.40","3.53","1.5","429"
"2015","Keone Kela","Rangers","7","5","1","68","0","60.1","10.14","2.69","0.60",".314","80.8 %","50.6 %","8.9 %","2.39","2.64","2.88","1.5","14696"
"2014","Tony Watson","Pirates","10","2","2","78","0","77.1","9.43","1.75","0.58",".298","88.5 %","47.7 %","8.1 %","1.63","2.69","2.84","1.4","3132"
"2016","A.J. Ramos","Marlins","1","4","40","67","0","64.0","10.27","4.92","0.14",".309","78.1 %","36.4 %","1.6 %","2.81","2.90","4.28","1.4","8350"
"2011","Sergio Santos","White Sox","4","5","30","63","0","63.1","13.07","4.12","0.85",".269","74.3 %","43.0 %","11.3 %","3.55","2.87","2.69","1.4","4734"
"2013","Joaquin Benoit","Tigers","4","1","24","66","0","67.0","9.81","2.96","0.67",".256","87.3 %","42.3 %","8.1 %","2.01","2.87","3.16","1.4","1437"
"2009","Alfredo Aceves","Yankees","10","1","1","42","0","80.2","7.48","1.67","1.00",".249","72.8 %","34.6 %","8.0 %","3.35","3.59","3.97","1.4","5164"
"2007","Jose Valverde","Diamondbacks","1","4","47","65","0","64.1","10.91","3.64","0.98",".258","82.8 %","35.9 %","9.5 %","2.66","3.58","3.61","1.4","1726"
"2010","Tyler Clippard","Nationals","11","8","1","78","0","91.0","11.08","4.05","0.79",".284","78.4 %","27.8 %","6.7 %","3.07","3.18","3.64","1.4","5640"
"2002","Paul Quantrill","Dodgers","5","4","1","86","0","76.2","6.22","2.93","0.12",".319","76.0 %","52.0 %","1.6 %","2.70","2.84","3.78","1.4","669"
"2012","Jonathan Papelbon","Phillies","5","6","38","70","0","70.0","11.83","2.31","1.03",".296","83.8 %","41.5 %","12.1 %","2.44","2.89","2.79","1.4","5975"
"2006","Juan Rincon","Twins","3","1","1","75","0","74.1","7.87","2.91","0.24",".335","72.9 %","50.9 %","3.3 %","2.91","2.84","3.62","1.4","752"
"2003","Eddie Guardado","Twins","3","5","41","66","0","65.1","8.27","1.93","0.96",".240","77.5 %","29.1 %","7.5 %","2.89","3.23","3.91","1.4","727"
"2008","Frank Francisco","Rangers","3","5","5","58","0","63.1","11.79","3.69","0.99",".270","77.5 %","32.7 %","9.5 %","3.13","3.18","3.28","1.4","1933"
"2002","Scott Williamson","Reds","3","4","8","63","0","74.0","10.22","4.38","0.61",".238","74.0 %","36.1 %","7.0 %","2.92","3.11","3.56","1.4","361"
"2009","Peter Moylan","Braves","6","2","0","87","0","73.0","7.52","4.32","0.00",".308","71.6 %","62.4 %","0.0 %","2.84","2.95","3.67","1.4","4891"
"2004","LaTroy Hawkins","Cubs","5","4","25","77","0","82.0","7.57","1.54","1.10",".261","82.4 %","38.1 %","10.5 %","2.63","3.54","3.60","1.4","729"
"2002","Joe Borowski","Cubs","4","4","2","73","0","95.2","9.13","2.73","0.94",".291","83.0 %","40.0 %","10.0 %","2.73","3.23","3.32","1.4","267"
"2017","Chris Devenski","Astros","8","5","4","62","0","80.2","11.16","2.90","1.23",".220","83.1 %","39.8 %","13.6 %","2.68","3.49","3.51","1.4","12763"
"2005","Bob Howry","Indians","7","4","3","79","0","73.0","5.92","1.97","0.49",".215","70.7 %","39.1 %","4.7 %","2.47","3.07","3.97","1.4","237"
"2002","Buddy Groom","Orioles","3","2","2","70","0","62.0","6.97","1.74","0.58",".231","89.7 %","49.1 %","7.7 %","1.60","2.93","3.25","1.4","143"
